ORGAN_CODE,TOP_CODE,TOP_ORGAN,FULL_ORGAN,LWST_ORGAN,REGION,EXPEN_PUBLIC_ORDER,EXPEN_TRAFFIC,EXPEN_TOTAL,EXPEN_GOVERN,EXPEN_INSTITU,EXPEN_EDU,TOTAL_POPULATION,TOTAL_HOUSE,COASTLINE,TOTAL_AREA,FOREST_AREA,ARABLE_AREA,ROAD_AREA,WATER_FACILITY,RESTORATION_FACILITY,ACCOM_FACILITY,ETC_FACILITY,EXPEN_DMG_STORM,CNT_DISPATCH,TOTAL_RESCUE,FIRE_RESCUE,MNTN_RESCUE,CNT_FIRE,FIRE_AREA,EXPEN_FIRE
3530000,6280000,Incheon,Incheon Namdong-gu,Namdong-gu,MPA,0.052889769,0.005291884,0.033426513,0.017222679,0.001310082,0,0.053536689,0.059075632,2.91E-03,0,0.007933412,0.007933412,0.029435316,0.095454627,0.005514383,0.063969469,0.035641278,0.015340486,0.021045002,0.038858446,0.012014134,0.014570966,0.067923912,0.004013128,0.053267337
3540000,6280000,Incheon,Incheon Bupyeong-gu,Bupyeong-gu,MPA,0.041551978,0.005740087,0.033586226,0.018289399,0.002687187,0,0.051649934,0.055308104,0.00E+00,0,0.005209251,0.005209251,0.015795309,0.04363798,0.002712499,0.027710874,0.037352189,0.006814559,0.011718276,0.016633751,0.018374558,0.001618996,0.026859335,0.000384917,0.009225749
3550000,6280000,Incheon,Incheon Gyeyang-gu,Gyeyang-gu,MPA,0.03350567,0.006793144,0.017786159,0.009721247,0.011772679,0,0.0304803,0.033931333,0.00E+00,0,0.007209905,0.007209905,0.023136166,0.050764597,0.039345294,0.039061916,0.039484235,0.002561414,0.007998442,0.012238881,0.007773852,0.011872639,0.022614091,0.000632027,0.011541993
3560000,6280000,Incheon,Incheon Seo-gu,Seo-gu,MPA,0.015888467,0.00849504,0.035235607,0.018054102,0.00322288,0,0.055770667,0.057836953,1.40E-02,0,1.94E-02,0.019371115,0.06200096,0.148994603,0.046328641,0.105647267,0.12143878,0.011416458,0.017162325,0.02812161,0.002120141,0.006475985,0.03951343,0.003478913,0.210478001
3570000,6280000,Incheon,Incheon Ganghwa-gun,Ganghwa-gun,MPA,0.055516227,0.012980246,0.018493592,0.010249561,0.000890213,0,0.006202937,0.011209272,1.38E-01,0.235107171,0.11143267,0.11143267,0.22117724,0.1855279,0.530121644,0.241847002,0.053516428,0.067708945,0.010920028,0.006230703,0,0.02698327,0.019511797,0.001490026,0.04360893
3580000,6280000,Incheon,Incheon Ongjin-gun,Ongjin-gun,MPA,0.015049772,0.00798522,0.007878882,0.006052252,3.95E-05,0,0.001178213,0.002180039,2.94E-01,0,0.071765609,0.071765609,0.092066837,0.035268712,0.058064438,0.052532134,0.0116978,0.009204721,0,0,0,0,0,0,0
3590000,6290000,Gwangju,Gwangju Dong-gu,Dong-gu,HNA,0.00178134,0.001098629,0.008417992,0.004058522,0,0,0.009402424,0.012482449,0.00E+00,0,0.021774417,0.021774417,0.025164166,0.022832985,0.005337519,0.018672787,0.031747524,0.056901445,0.012692138,0.029762733,0.012014134,0.011332974,0.016001306,0.000263535,0.006971816
3600000,6290000,Gwangju,Gwangju Seo-gu,Seo-gu,HNA,0.003441093,0.002495817,0.01857589,9.47E-03,0.000207978,0,0.029894397,0.03466705,0.00E+00,0,0.00497647,0.00497647,0.024322327,0.063298035,0.033168586,0.058945649,4.26E-02,0.0356912,0.022226409,0.038691552,0.004240283,0.004317323,0.026859335,0.001014735,0.010089014
3610000,6290000,Gwangju,Gwangju Nam-gu,Nam-gu,HNA,0.010640664,0.001260302,0.014769998,0.007619434,3.31E-05,0,0.021399091,0.026672042,0.00E+00,0,0.011293001,0.011293001,0.031490564,0.048374882,0.065889177,0.049912153,4.34E-02,0.04170372,0.014387616,0.028594476,0.028975265,0.012412304,0.016491142,0.000439422,0.004989736
3620000,6290000,Gwangju,Gwangju Buk-gu,Buk-gu,HNA,0.006841496,0.003318359,0.031604098,0.015559963,0,0,0.043832168,0.053720261,0.00E+00,0,3.40E-02,0.033960792,0.063581325,0.106670906,0.060971291,0.095290208,1.13E-01,0.142824942,0.029480884,0.045645462,0.007067138,0.016729628,0.037472447,0.000913166,0.017659524
3630000,6290000,Gwangju,Gwangju Gwangsan-gu,Gwangsan-gu,HNA,0.081354366,0.003032344,0.028128786,1.39E-02,0.001932653,0,0.04089806,0.047766655,0.00E+00,0.089806617,0.047178952,0.047178952,0.11906587,0.175767751,0.203359221,0.196508304,1.11E-01,0.090807529,0.032606822,0.036049067,0.010600707,0.004856989,0.042289166,0.004160952,0.026243941
3640000,6300000,Daejeon,Daejeon Dong-gu,Dong-gu,CCA,0.005105433,0.003172735,0.017406059,0.009771317,1.00E-05,0,0.022365135,0.027088083,0.00E+00,0,0.055011702,0.055011702,0.072454129,0.080647995,0.021649211,0.14259134,0.057960258,0.03042424,0.018966365,0.027537482,0.015547703,0.022665947,0.031839334,0.001009727,0.012596438
3650000,6300000,Daejeon,Daejeon Jung-gu,Jung-gu,CCA,0,0.004640903,0.0151209,8.72E-03,0,0,0.023668611,0.027880783,0.00E+00,0,0.021535345,0.021535345,0.032124003,0.044456452,0.012444509,0.039285655,3.77E-02,0.014549951,0.013612929,0.023197954,0.03961715,0.011145734,0.019838354,0.000602787,0.009161765
3660000,6300000,Daejeon,Daejeon Seo-gu,Seo-gu,CCA,0.010753055,0.008156251,0.028381853,1.52E-02,1.99E-06,0,0.048678522,0.050536225,0.00E+00,0,0.032180336,0.032180336,0.050149353,0.083197774,0.02838137,0.080757669,7.55E-02,0.011265921,0.027911916,0.047565028,0.081230906,0.022853186,0.067270798,0.002035584,0.035149495
3670000,6300000,Daejeon,Daejeon Yuseong-gu,Yuseong-gu,CCA,0.004543042,0.006213314,0.018925714,1.17E-02,6.20E-05,0,0.035398448,0.03808156,0.00E+00,0,0.060592143,0.060592143,0.094026839,0.135345432,0.068980044,0.126811883,0.134549471,0.032007466,0.022705357,0.028205057,0.009187279,0.01996762,0.029308515,0.000570821,0.019811204
3680000,6300000,Daejeon,Daejeon Daedeok-gu,Daedeok-gu,CCA,0.000886395,0.007675194,0.012941283,0.007541265,0,0,0.017507763,0.020240399,0.00E+00,0,0.017936684,0.017936684,0.035662131,0.064065267,0.010137325,0.096217245,0.073913355,0.004426453,0.014480213,0.02136241,0.015547703,0.029141932,0.012735734,0.000274436,0.004298887
3690000,6310000,Ulsan,Ulsan Jung-gu,Jung-gu,YNA,0.028430345,0.003105323,0.011419496,0.006554569,0.000554935,0,0.022045008,0.023926884,0.00E+00,0,0.008946322,0.008946322,0.018503106,0.037329043,0.01202241,0.037395818,0.021696254,0.000880638,0.040452,0.164056633,0.02614841,0.090663788,0.041799331,0.001860279,0.010899833
3700000,6310000,Ulsan,Ulsan Nam-gu,Nam-gu,YNA,0.110031961,0.004956211,0.017778322,0.010175722,0.001904144,0,0.032436603,0.03575087,1.69E-02,0,0.01105393,0.01105393,0.038247057,0.080549322,0.010022655,0.064862015,0.053712373,0.004594681,0.030850677,0.131373258,0.024028269,0.005936319,0.035513103,0.00083148,0.068770948
3710000,6310000,Ulsan,Ulsan Dong-gu,Dong-gu,YNA,0.004998161,0.001025015,0.006234943,0.003972339,0,0,0.015546106,0.017076856,2.30E-02,0,0.011777437,0.011777437,0.017990392,0.023243456,0.004605902,0.014948788,1.62E-02,0.001343188,0.015632883,0.062752079,0.009893993,0.00701565,0.015348192,0.000139919,0.468415504
3720000,6310000,Ulsan,Ulsan Buk-gu,Buk-gu,YNA,0.004934352,0.00370398,0.011865698,0.006449171,4.94E-05,0,0.021156457,0.023154967,9.23E-03,0,6.98E-02,0.069796411,0.083644282,0.062039819,0.075996046,0.077911773,0.031030855,0.033070622,0.013298806,0.079969959,0.009893993,0.012412304,0.014205241,0.006207819,0.007877324
3730000,6310000,Ulsan,Ulsan Ulju-gun,Ulju-gun,YNA,0.036149013,0.030260263,0.035615782,0.027781518,0.001875822,0,0.022028083,0.02817958,2.75E-02,0.139580389,3.26E-01,0.326245061,0.408743594,0.283855419,0.356980981,0.36614542,1.51E-01,0.109726807,0.017331554,0.076465189,0.028975265,0.006475985,0.025716385,0.001135355,0.042277434
3740000,6410000,Gyeonggi-do,Gyeonggi-do Suwon-si,Suwon-si,MPA,0.1108888,0.069517726,0.133257445,0.078581523,0.013378951,0,0.12266658,0.122223339,0.00E+00,0.01776294,1.63E-02,0.016313511,0.064008131,0.168039384,0.042392513,0.116113201,1.51E-01,0.00101333,0.081357404,0.089788879,0.056537102,0.028062601,0.067270798,0.000871036,0.084249704
3780000,6410000,Gyeonggi-do,Gyeonggi-do Seongnam-si,Seongnam-si,MPA,0.105016104,0.071314688,0.127833171,0.078423693,0.019403055,0,0.096745166,0.087832665,0.00E+00,0.006933387,4.33E-02,0.043290888,0.075139403,0.172991091,0.020524011,0.114903039,9.96E-02,0.00055925,0.098899695,0.086590081,0.027561837,0.050188883,0.078700302,0.001243284,0.033544321
3820000,6410000,Gyeonggi-do,Gyeonggi-do Uijeongbu-si,Uijeongbu-si,MPA,0.070696743,0.043120161,0.050217113,0.025807241,0.00453199,0,0.046167749,0.049008064,0.00E+00,0.004670751,2.95E-02,0.029506505,0.042610511,0.070518172,0.01438403,0.053322661,0.051644588,0.009515299,0.052419329,0.059664543,0.03745583,0.05990286,0.035513103,0.00051941,0.025688215
3830000,6410000,Gyeonggi-do,Gyeonggi-do Anyang-si,Anyang-si,MPA,0.066269608,0.03033969,0.059541933,0.034515434,0.00724071,0,0.057350403,0.057421651,0.00E+00,0.000949322,1.88E-02,0.018830058,0.030124039,0.058477874,0.002286721,0.040307755,5.85E-02,0,0.029994955,0.035131151,0.012720848,0.073934161,0.048248837,0.00094307,0.031817872
3860000,6410000,Gyeonggi-do,Gyeonggi-do Bucheon-si,Bucheon-si,MPA,0.097722085,0.039116338,0.087243132,0.048723938,0.010184801,0,0.084320052,0.087306896,0.00E+00,0.008673302,6.01E-03,0.006008254,0.027401594,0.098138563,0.015453794,0.055770453,0.068667244,0.000211072,0.050216165,0.065728352,0.012014134,0.01996762,0.066780962,0.001183698,0.048027305
3900000,6410000,Gyeonggi-do,Gyeonggi-do Gwangmyeong-si,Gwangmyeong-si,MPA,0.038673466,0.009400434,0.030702036,0.020376703,0.002428968,0,0.031074113,0.032493146,0.00E+00,0.007208412,9.26E-03,0.00926089,0.019324327,0.04088973,0.010286428,0.033653162,0.032016982,0.000867964,0.024030448,0.031236961,0.00565371,0.016189962,0.026532778,0.000620464,0.017089121
3910000,6410000,Gyeonggi-do,Gyeonggi-do Pyeongtaek-si,Pyeongtaek-si,MPA,0.177695792,0.063838724,0.085019564,0.047740463,0.015428892,0,0.053779737,0.069893629,2.74E-02,0.301133838,4.88E-02,0.048833581,0.246505767,0.33028518,0.676766637,0.462708714,0.131743368,0.009069479,0.063553288,0.062529554,0.03180212,0.008094981,0.089803249,0.010437992,0.146111661
3920000,6410000,Gyeonggi-do,Gyeonggi-do Dongducheon-si,Dongducheon-si,MPA,0.025789685,0.012739657,0.014248022,0.007167818,0,0,0.008828559,0.011670572,0.00E+00,0.00655887,3.96E-02,0.039566399,0.050253641,0.024499285,0.011146199,0.032871394,0.057845063,0.002818767,0.013624492,0.013935635,0.001413428,0.033459255,0.018287207,0.002767707,0.008676604
3930000,6410000,Gyeonggi-do,Gyeonggi-do Ansan-si,Ansan-si,MPA,0.279916472,0.033323695,0.082380541,0.053700793,0.015333598,0,0.067042627,0.068420525,4.73E-02,0.034269069,3.90E-02,0.039037924,0.082839681,0.186789537,0.050146275,0.153313712,0.186064306,0.001156686,0.062292056,0.060582459,0.04664311,0.022126282,0.078455384,0.002293816,0.099767066
3940000,6410000,Gyeonggi-do,Gyeonggi-do Goyang-si,Goyang-si,MPA,0.188726884,0.050636468,0.110414659,0.056248545,0.021477158,0,0.109344297,0.10619362,0.00E+00,0.061589556,5.81E-02,0.058107054,0.143587736,0.21996991,0.137428499,0.299410897,0.248018295,0.022227202,0.083155058,0.07741092,0.04664311,0.069616838,0.08735407,0.004900294,0.288911388
3970000,6410000,Gyeonggi-do,Gyeonggi-do Gwacheon-si,Gwacheon-si,MPA,0.009101945,0.004911857,0.013428783,0.005501616,0.002588861,0,0.00573912,0.003482191,0.00E+00,0.003618904,1.46E-02,0.014640008,0.017886096,0.016984102,0.009234192,0.014267753,0.000769973,0.000175848,0.006210367,0.008149982,0,0.060442526,0.006939342,0.000400827,0.009493321
3980000,6410000,Gyeonggi-do,Gyeonggi-do Guri-si,Guri-si,MPA,0.06789021,0.008616305,0.019354471,0.010368724,0.00305445,0,0.019422426,0.018377241,0.00E+00,0.004794779,8.08E-03,0.008078114,0.016508067,0.033141807,0.005328654,0.043424893,1.40E-02,0.000194625,0.017213413,0.021445857,0.002120141,0.029141932,0.019021961,0.001311194,0.008935768
3990000,6410000,Gyeonggi-do,Gyeonggi-do Namyangju-si,Namyangju-si,MPA,0.083424032,0.048237326,0.077381548,0.041175013,0.009059867,0,0.072140526,0.075654023,0.00E+00,0.043721372,1.94E-01,0.193912475,0.246451004,0.172258547,0.123349373,0.251056507,0.224536428,0.034239296,0.07674034,0.068398654,0.002120141,0.073394495,0.068577027,0.005952445,0.231180536
4000000,6410000,Gyeonggi-do,Gyeonggi-do Osan-si,Osan-si,MPA,0.054571514,0.016510876,0.02303714,0.011226307,0.002160919,0,0.022332166,0.024446293,0.00E+00,0.007343922,6.76E-03,0.006756927,0.021591235,0.052016019,0.02507033,0.037911193,0.037827398,0.000302446,0.028564495,0.029178604,0.022614841,0.009174312,0.021716058,0.000522945,0.04762169
4010000,6410000,Gyeonggi-do,Gyeonggi-do Siheung-si,Siheung-si,MPA,0.08865567,0.030573205,0.063473738,0.034811946,0.009207292,0,0.048556212,0.051577708,1.19E-02,0.040391014,2.61E-02,0.026146916,0.073634133,0.201087648,0.064270239,0.157236343,0.080142683,0.003586741,0.042444426,0.053684181,0.021908127,0.01295197,0.067189158,0.014527499,0.162788384
4020000,6410000,Gyeonggi-do,Gyeonggi-do Gunpo-si,Gunpo-si,MPA,0.030291662,0.013450993,0.025882093,0.01547695,0.00451063,0,0.027393624,0.027941815,0.00E+00,0.003296401,1.05E-02,0.010462541,0.018182478,0.036430433,0.005637268,0.026314179,0.050653068,0.001921581,0.015457268,0.018719924,0.021201413,0.022665947,0.021797698,0.000638067,0.021340173
4030000,6410000,Gyeonggi-do,Gyeonggi-do Uiwang-si,Uiwang-si,MPA,0.023177584,0.011885831,0.014370079,0.008500822,0.002354907,0,0.015575604,0.0158473,0.00E+00,0.006897716,2.13E-02,0.021340313,0.027703963,0.046960785,0.008624785,0.045822431,0.054977903,0.000298791,0.013525509,0.013796556,0.008480565,0.017269293,0.016899339,0.000284968,0.00606836
4040000,6410000,Gyeonggi-do,Gyeonggi-do Hanam-si,Hanam-si,MPA,0.033348035,0.017856771,0.026457678,0.012888428,0.013225878,0,0.028368425,0.02518792,0.00E+00,0.005268085,3.03E-02,0.030261469,0.048807771,0.055489204,0.021489271,0.092463062,3.01E-02,0.001541194,0.016373657,0.022697561,0.003533569,0.035078251,0.030941301,0.001369823,0.034786985
4050000,6410000,Gyeonggi-do,Gyeonggi-do Yongin-si,Yongin-si,MPA,0.416683494,0.105621805,0.117153137,0.067508306,0.027883665,0,0.10827083,0.111632925,0.00E+00,0.119967065,1.88E-01,0.188162166,0.318530317,0.256720585,0.295598243,0.28448221,0.764513907,0.06091172,0.089697496,0.067814525,0.018374558,0.029681597,0.072822271,0.005261715,0.225188045
4060000,6410000,Gyeonggi-do,Gyeonggi-do Paju-si,Paju-si,MPA,0.139528369,0.030894997,0.064084557,0.032945516,0.002640473,0,0.047175312,0.052330867,0.00E+00,0.181207496,1.70E-01,0.169533432,0.363017769,0.27473631,0.478619335,0.494316962,2.26E-01,0.053033182,0.059102259,0.038357765,0.013427562,0.023205613,0.065556372,0.014479477,0.377463729
4070000,6410000,Gyeonggi-do,Gyeonggi-do Icheon-si,Icheon-si,MPA,0.075297641,0.04087998,0.043517384,0.021890909,0.00079291,0,0.021607235,0.026513649,0.00E+00,0.276523695,1.04E-01,0.10355588,0.24824539,0.263241034,0.460295539,0.287376647,2.87E-01,0.153516224,0.03240247,0.013880003,0.009893993,0.005936319,0.047432443,0.003399809,0.068443342
4080000,6410000,Gyeonggi-do,Gyeonggi-do Anseong-si,Anseong-si,MPA,0.066776464,0.02120964,0.037084417,0.022669689,0.001996413,0,0.018285938,0.02548116,0.00E+00,0.247871274,1.49E-01,0.149174573,0.298044481,0.24931266,0.488489075,0.313491353,0.26954188,0.269991647,0.031304081,0.015827098,0.004240283,0.008634647,0.059596702,0.031429318,0.223990673
4090000,6410000,Gyeonggi-do,Gyeonggi-do Gimpo-si,Gimpo-si,MPA,0.099520526,0.056558859,0.05651423,0.034477033,0.026904884,0,0.045609133,0.048347063,1.49E-02,0.120118019,4.22E-02,0.04224023,0.148197845,0.188266424,0.268766617,0.345643153,6.73E-02,0.016819619,0.046135523,0.043420211,0.004946996,0.00701565,0.072005878,0.005226582,0.130471336
4140000,6410000,Gyeonggi-do,Gyeonggi-do Yeoncheon-gun,Yeoncheon-gun,MPA,0.026796793,0.014057586,0.018390533,0.009268329,0.000819747,0,0.003554673,0.005371849,0.00E+00,0.138857821,2.32E-01,0.232491129,0.364552859,0.123445087,0.233908876,0.293004706,7.40E-02,0.342329601,0.017149553,0.006898278,0,0.021586616,0.0191036,0.288806735,0.047867843
4160000,6410000,Gyeonggi-do,Gyeonggi-do Gapyeong-gun,Gapyeong-gun,MPA,0.03413033,0.00520071,0.017637673,0.010628088,0.001473229,0,0.005504689,0.009251419,0.00E+00,0.051135153,4.30E-01,0.429901603,0.455109251,0.116523042,0.118219279,0.270779862,1.31E-01,0.143161058,0.02308213,0.022363773,0.003533569,0.092282785,0.023022288,0.004736487,0.016106215
4170000,6410000,Gyeonggi-do,Gyeonggi-do Yangpyeong-gun,Yangpyeong-gun,MPA,0.062810623,0.011050662,0.02673243,0.015270012,0.004181873,0,0.01129619,0.017949379,0.00E+00,0.131468493,3.86E-01,0.385912374,0.473580989,0.221921008,0.290862903,0.387178319,1.33E-01,0.044824357,0.036208515,0.011376596,0.007773852,0.046411225,0.037309168,0.006285805,0.038591418
4180000,6420000,Gangwon-do,Gangwon-do Chuncheon-si,Chuncheon-si,GWA,0.021567156,0.022930795,0.053465624,0.032435796,0.007870893,0,0.028325473,0.034975997,0.00E+00,0.10661227,5.02E-01,0.501522511,0.602780129,0.245930491,0.151166086,0.686426489,3.09E-01,0.050511269,0.030180149,0.027593113,0.024028269,0.075553157,0.050534738,0.008444244,0.029613407
4190000,6420000,Gangwon-do,Gangwon-do Wonju-si,Wonju-si,GWA,0.021066013,0.032843412,0.060298525,0.033924187,0.002695822,0,0.035425286,0.046725717,0.00E+00,0.133554553,3.82E-01,0.381911065,0.468460488,0.309465266,0.258136672,0.370312864,2.34E-01,0.011787872,0.033947878,0.023170426,0.010600707,0.057204533,0.049391787,0.003475746,0.080725403
4200000,6420000,Gangwon-do,Gangwon-do Gangneung-si,Gangneung-si,GWA,0.024036354,0.017223399,0.044934135,0.028121739,0.002829152,0,0.021098618,0.03064001,3.96E-02,0.120977648,5.20E-01,0.520006543,0.561843014,0.27392989,0.220941266,0.328046035,0.14879167,0.143676294,0.025818523,0.014853551,0.009187279,0.030221263,0.043595396,0.52730987,0.899768686
4210000,6420000,Gangwon-do,Gangwon-do Donghae-si,Donghae-si,GWA,0.013795634,0.005750358,0.013326444,7.19E-03,0.001054272,0,0.008434601,0.012979309,2.17E-02,0.01481512,8.58E-02,0.085782772,0.096027048,0.074253005,0.019341667,0.070869899,4.59E-02,0.042201312,0.01363407,0.012211065,0.01130742,0.042633567,0.016082946,0.00047124,0.019880411
4220000,6420000,Gangwon-do,Gangwon-do Taebaek-si,Taebaek-si,GWA,0.013494504,0.003511035,0.008999444,0.006344709,1.13E-05,0,0.003475505,0.006259309,0.00E+00,0.016363819,1.68E-01,0.168061253,0.162754843,0.040885268,0.000165924,0.054351996,0.063949761,0.010478383,0.009780131,0.008984451,0.001413428,0.05990286,0.009796718,0.000232748,0.002821608
4230000,6420000,Gangwon-do,Gangwon-do Sokcho-si,Sokcho-si,GWA,0.03995037,0.006656183,0.011856092,0.007019418,0.001149246,0,0.00755826,0.01160726,1.54E-02,0.009381955,5.01E-02,0.050060397,0.055716134,0.039399925,0.018721998,0.04025526,4.11E-02,0.063270988,0.008480583,0.011181886,0.007773852,0.021046951,0.016246224,0.000896299,0.005754224
4240000,6420000,Gangwon-do,Gangwon-do Samcheok-si,Samcheok-si,GWA,0.02868847,0.010898328,0.024233737,0.014409642,0.001401594,0,0.005869063,0.010597127,6.34E-02,0.069964952,6.43E-01,0.642782545,0.641278879,0.201959614,0.066847366,0.280495992,1.44E-01,0.354248101,0.01463667,0.012544853,0.012014134,0.03291959,0.017879011,0.058331402,0.038535915
4250000,6420000,Gangwon-do,Gangwon-do Hongcheon-gun,Hongcheon-gun,GWA,0.07058557,0.00981256,0.022464881,0.014013876,0.000953376,0,0.006194233,0.011153894,0.00E+00,0.190605098,9.33E-01,0.933185696,0.983825037,0.242961176,0.248478569,0.435730287,2.24E-01,0.079288459,0.016676991,0.011320965,0.002120141,0.040474906,0.025798024,0.003633366,0.021287252
4260000,6420000,Gangwon-do,Gangwon-do Hoengseong-gun,Hoengseong-gun,GWA,0.075373845,0.004559459,0.014825079,0.008498678,0.000259883,0,0.0038462,0.007254313,0.00E+00,0.153451095,4.53E-01,0.453318066,0.538726203,0.242901447,0.206553295,0.336093411,1.66E-01,0.009605009,0.012075891,0.005090262,0.002120141,0.023205613,0.016001306,0.002507339,0.034690848
4270000,6420000,Gangwon-do,Gangwon-do Yeongwol-gun,Yeongwol-gun,GWA,0.037248379,0.003448899,0.013191968,0.00734324,0.002725969,0,0.003054363,0.006083025,0.00E+00,0.103207768,5.64E-01,0.564272592,0.608737513,0.153836505,0.062481121,0.300045271,4.83E-02,0.039720636,0.011063713,0.0058691,0.001413428,0.018348624,0.011837701,0.001690661,0.014216812
4280000,6420000,Gangwon-do,Gangwon-do Pyeongchang-gun,Pyeongchang-gun,GWA,0.036067774,0.004608525,0.016410871,0.01256149,0.000142976,0,0.003369671,0.007495804,0.00E+00,0.160500597,7.49E-01,0.749226162,0.790919123,0.217803901,0.06848112,0.344916756,1.92E-01,0.072419085,0.013796913,0.008873189,0,0.042093902,0.015348192,0.002121023,0.059709472
