ORGAN_CODE,CATEGORY,YY,VAL
4740000,호우,2018,4595
4750000,호우,2018,1511261
4760000,호우,2018,27000
4770000,호우,2018,8432
4780000,호우,2018,
4790000,호우,2018,
4800000,호우,2018,
4810000,호우,2018,
4820000,호우,2018,2303
4830000,호우,2018,2700
4840000,호우,2018,
4850000,호우,2018,
4860000,호우,2018,5480
4870000,호우,2018,655433
4880000,호우,2018,
4890000,호우,2018,69013
4900000,호우,2018,
4910000,호우,2018,
4920000,호우,2018,
4930000,호우,2018,
4940000,호우,2018,
4950000,호우,2018,
4960000,호우,2018,440427
4970000,호우,2018,21900
4980000,호우,2018,23504
4990000,호우,2018,
5000000,호우,2018,
5010000,호우,2018,1800
5020000,호우,2018,
5030000,호우,2018,
5040000,호우,2018,71235
5050000,호우,2018,140822
5060000,호우,2018,
5070000,호우,2018,21000
5080000,호우,2018,322170
5090000,호우,2018,73000
5100000,호우,2018,
5110000,호우,2018,53
5120000,호우,2018,10804
5130000,호우,2018,
5140000,호우,2018,
5150000,호우,2018,522532
5160000,호우,2018,
5170000,호우,2018,
5180000,호우,2018,
5190000,호우,2018,
5200000,호우,2018,
5210000,호우,2018,
5220000,호우,2018,165407
5230000,호우,2018,
5240000,호우,2018,
5250000,호우,2018,
5670000,호우,2018,
5670123,호우,2018,
5670140,호우,2018,
5670156,호우,2018,
5670206,호우,2018,
5310000,호우,2018,
5330000,호우,2018,
5340000,호우,2018,
5350000,호우,2018,
5360000,호우,2018,237187
5370000,호우,2018,
5380000,호우,2018,900
5390000,호우,2018,900
5400000,호우,2018,26571
5410000,호우,2018,
5420000,호우,2018,
5440000,호우,2018,54806
5450000,호우,2018,424239
5460000,호우,2018,3122146
5470000,호우,2018,2450
5480000,호우,2018,158
6510000,호우,2018,
6520000,호우,2018,11598
3420000,대설,2018,18232
3460000,대설,2018,29528
3480000,대설,2018,36980
3630000,대설,2018,175
3730000,대설,2018,4801
3960100,대설,2018,20200
4100100,대설,2018,3382
3970000,대설,2018,10878
4070000,대설,2018,3047
4080000,대설,2018,
4090000,대설,2018,15897
5590000,대설,2018,
5700000,대설,2018,1815
4200000,대설,2018,
4220000,대설,2018,
4230000,대설,2018,
4280000,대설,2018,
4320000,대설,2018,
5710000,대설,2018,
4430000,대설,2018,139092
4440000,대설,2018,149465
4460000,대설,2018,119446
4480000,대설,2018,20898
5650000,대설,2018,1195
4500000,대설,2018,
4550000,대설,2018,263431
4640000,대설,2018,
4670000,대설,2018,
4700000,대설,2018,179636
4740000,대설,2018,131403
4750000,대설,2018,22417
4770000,대설,2018,
4780000,대설,2018,
4790000,대설,2018,
4850000,대설,2018,
4950000,대설,2018,
4970000,대설,2018,
5030000,대설,2018,5250
5040000,대설,2018,27640
5050000,대설,2018,358920
5060000,대설,2018,282099
5070000,대설,2018,28696
5080000,대설,2018,398226
5090000,대설,2018,286358
5100000,대설,2018,3790066
5110000,대설,2018,1000576
5120000,대설,2018,12783
5130000,대설,2018,1076516
5140000,대설,2018,1401484
5150000,대설,2018,534042
5160000,대설,2018,535215
5170000,대설,2018,107018
5190000,대설,2018,507038
5210000,대설,2018,722571
5220000,대설,2018,40953
5230000,대설,2018,48721
5240000,대설,2018,361290
5450000,대설,2018,74500
5460000,대설,2018,553137
5470000,대설,2018,620547
5480000,대설,2018,78879
6520000,대설,2018,7414
3260000,"풍랑,강풍",2018,
3300000,"풍랑,강풍",2018,2000
3340000,"풍랑,강풍",2018,
3360000,"풍랑,강풍",2018,
3400000,"풍랑,강풍",2018,
3550000,"풍랑,강풍",2018,1191
3570000,"풍랑,강풍",2018,234729
3950000,"풍랑,강풍",2018,10310
3960100,"풍랑,강풍",2018,7282
4100100,"풍랑,강풍",2018,15207
5620000,"풍랑,강풍",2018,
4060000,"풍랑,강풍",2018,1921
4070000,"풍랑,강풍",2018,
4090000,"풍랑,강풍",2018,24669
5530000,"풍랑,강풍",2018,
5540000,"풍랑,강풍",2018,
5590000,"풍랑,강풍",2018,
5600000,"풍랑,강풍",2018,
4140000,"풍랑,강풍",2018,24232
4160000,"풍랑,강풍",2018,
4200000,"풍랑,강풍",2018,
4220000,"풍랑,강풍",2018,5953
4240000,"풍랑,강풍",2018,
4250000,"풍랑,강풍",2018,
4280000,"풍랑,강풍",2018,
4300000,"풍랑,강풍",2018,14500
4310000,"풍랑,강풍",2018,
4340000,"풍랑,강풍",2018,51326
4350000,"풍랑,강풍",2018,
5720000,"풍랑,강풍",2018,
5735000,"풍랑,강풍",2018,
4390000,"풍랑,강풍",2018,
4430000,"풍랑,강풍",2018,
5570000,"풍랑,강풍",2018,
4450000,"풍랑,강풍",2018,
4740000,"풍랑,강풍",2018,
5010000,"풍랑,강풍",2018,
5030000,"풍랑,강풍",2018,21000
5040000,"풍랑,강풍",2018,38047
5050000,"풍랑,강풍",2018,1692087
5070000,"풍랑,강풍",2018,604664
5090000,"풍랑,강풍",2018,
5110000,"풍랑,강풍",2018,6823
5120000,"풍랑,강풍",2018,
5170000,"풍랑,강풍",2018,
5180000,"풍랑,강풍",2018,21528
5190000,"풍랑,강풍",2018,42312
5370000,"풍랑,강풍",2018,
5380000,"풍랑,강풍",2018,
5400000,"풍랑,강풍",2018,
5430000,"풍랑,강풍",2018,
5460000,"풍랑,강풍",2018,
6510000,"풍랑,강풍",2018,
6520000,"풍랑,강풍",2018,3025
3120000,태풍,2018,
3160000,태풍,2018,
3190000,태풍,2018,
3210000,태풍,2018,
3250000,태풍,2018,
3260000,태풍,2018,538026
3270000,태풍,2018,
3280000,태풍,2018,2116589
3290000,태풍,2018,11045
3300000,태풍,2018,
3310000,태풍,2018,1426900
3320000,태풍,2018,
3330000,태풍,2018,559326
3340000,태풍,2018,41402
3350000,태풍,2018,
3360000,태풍,2018,1864909
3370000,태풍,2018,10455
3380000,태풍,2018,141641
3390000,태풍,2018,50208
3400000,태풍,2018,344542
3480000,태풍,2018,
3490000,태풍,2018,
3500000,태풍,2018,
3510500,태풍,2018,
3520000,태풍,2018,
3530000,태풍,2018,
3540000,태풍,2018,
3550000,태풍,2018,
3560000,태풍,2018,
3570000,태풍,2018,
3580000,태풍,2018,
3590000,태풍,2018,
3600000,태풍,2018,
3610000,태풍,2018,
3620000,태풍,2018,
3630000,태풍,2018,
3640000,태풍,2018,
3650000,태풍,2018,
3660000,태풍,2018,
3670000,태풍,2018,
3680000,태풍,2018,
3690000,태풍,2018,
3700000,태풍,2018,
3710000,태풍,2018,
3720000,태풍,2018,4051
3730000,태풍,2018,561825
5690000,태풍,2018,
3750000,태풍,2018,
3760000,태풍,2018,
3790000,태풍,2018,
3810000,태풍,2018,
3820000,태풍,2018,
3860000,태풍,2018,
3900000,태풍,2018,
3910000,태풍,2018,
3920000,태풍,2018,
5550000,태풍,2018,
5560000,태풍,2018,
3950000,태풍,2018,
3960100,태풍,2018,
4100100,태풍,2018,
3970000,태풍,2018,
3980000,태풍,2018,
3990000,태풍,2018,
4000000,태풍,2018,
4010000,태풍,2018,
4030000,태풍,2018,
4040000,태풍,2018,
5620000,태풍,2018,
4060000,태풍,2018,
4070000,태풍,2018,
4080000,태풍,2018,
4090000,태풍,2018,
5530000,태풍,2018,
5540000,태풍,2018,
5590000,태풍,2018,
5600000,태풍,2018,
5700000,태풍,2018,
4140000,태풍,2018,
4160000,태풍,2018,
4170000,태풍,2018,
4180000,태풍,2018,
4190000,태풍,2018,
4200000,태풍,2018,95183
4210000,태풍,2018,658842
4220000,태풍,2018,
4230000,태풍,2018,
4240000,태풍,2018,483666
4250000,태풍,2018,
4260000,태풍,2018,
4270000,태풍,2018,
4280000,태풍,2018,641
4290000,태풍,2018,93362
4300000,태풍,2018,
4310000,태풍,2018,
4320000,태풍,2018,
4330000,태풍,2018,
4340000,태풍,2018,173494
4350000,태풍,2018,416689
5710000,태풍,2018,
5720000,태풍,2018,
5725000,태풍,2018,
5730000,태풍,2018,
5735000,태풍,2018,
4390000,태풍,2018,
4400000,태풍,2018,
4420000,태풍,2018,
4430000,태풍,2018,
4440000,태풍,2018,5355
5570000,태풍,2018,
4450000,태풍,2018,
4460000,태풍,2018,
4470000,태풍,2018,
4480000,태풍,2018,
4490000,태풍,2018,
5650000,태풍,2018,9591
5660000,태풍,2018,
4500000,태풍,2018,
4510000,태풍,2018,
4520000,태풍,2018,
4530000,태풍,2018,
4540000,태풍,2018,
5580000,태풍,2018,
5680000,태풍,2018,
4550000,태풍,2018,
4570000,태풍,2018,
4580000,태풍,2018,
4590000,태풍,2018,
4600000,태풍,2018,
4610000,태풍,2018,
4620000,태풍,2018,
4640000,태풍,2018,
4650000,태풍,2018,
4660000,태풍,2018,
4670000,태풍,2018,
4680000,태풍,2018,26376
4690000,태풍,2018,
4700000,태풍,2018,2505
4710000,태풍,2018,
4720000,태풍,2018,42000
4730000,태풍,2018,
4740000,태풍,2018,46931
4750000,태풍,2018,25298
4760000,태풍,2018,
4770000,태풍,2018,41225
4780000,태풍,2018,
4790000,태풍,2018,19918
4800000,태풍,2018,900
4810000,태풍,2018,85681
4820000,태풍,2018,7920
4830000,태풍,2018,101943
4840000,태풍,2018,1662
4850000,태풍,2018,2474
4860000,태풍,2018,20578
4870000,태풍,2018,
4880000,태풍,2018,2967117
4890000,태풍,2018,387106
4900000,태풍,2018,1398
4910000,태풍,2018,1115389
4920000,태풍,2018,137705
4930000,태풍,2018,699632
4940000,태풍,2018,33330
4950000,태풍,2018,86042
4960000,태풍,2018,15609
4970000,태풍,2018,13895
4980000,태풍,2018,10769
4990000,태풍,2018,7170181
5000000,태풍,2018,858830
5010000,태풍,2018,1309547
5020000,태풍,2018,
5030000,태풍,2018,628400
5040000,태풍,2018,1482285
5050000,태풍,2018,6706645
5060000,태풍,2018,281128
5070000,태풍,2018,58356
5080000,태풍,2018,3025
5090000,태풍,2018,136882
5100000,태풍,2018,
5110000,태풍,2018,
5120000,태풍,2018,10719
5130000,태풍,2018,
5140000,태풍,2018,
5150000,태풍,2018,130205
5160000,태풍,2018,1406212
5170000,태풍,2018,
5180000,태풍,2018,14128196
5190000,태풍,2018,111689
5200000,태풍,2018,
5210000,태풍,2018,5162
5220000,태풍,2018,
5230000,태풍,2018,
5240000,태풍,2018,88925
5250000,태풍,2018,278245
5260000,태풍,2018,146395
5670000,태풍,2018,
5670123,태풍,2018,569
5670140,태풍,2018,21000
5670156,태풍,2018,169699
5670184,태풍,2018,16341
5670206,태풍,2018,269328
5310000,태풍,2018,900
5330000,태풍,2018,1586570
5340000,태풍,2018,500000
5350000,태풍,2018,168397
5360000,태풍,2018,1050004
5370000,태풍,2018,6169308
5380000,태풍,2018,27457
5390000,태풍,2018,42801
5400000,태풍,2018,30000
5410000,태풍,2018,24609
5420000,태풍,2018,94708
5430000,태풍,2018,1389986
5440000,태풍,2018,61933
5450000,태풍,2018,72593
5460000,태풍,2018,23409
5470000,태풍,2018,
5480000,태풍,2018,28053
6510000,태풍,2018,883492
6520000,태풍,2018,1107052
3280000,"태풍,호우",2018,48269
3340000,"태풍,호우",2018,900
3360000,"태풍,호우",2018,21000
3370000,"태풍,호우",2018,120000
3400000,"태풍,호우",2018,117
3660000,"태풍,호우",2018,29380
3720000,"태풍,호우",2018,900
3730000,"태풍,호우",2018,900
3790000,"태풍,호우",2018,2700
3910000,"태풍,호우",2018,437
5560000,"태풍,호우",2018,1800
3950000,"태풍,호우",2018,900
4100100,"태풍,호우",2018,900
4000000,"태풍,호우",2018,
4010000,"태풍,호우",2018,900
5620000,"태풍,호우",2018,36000
5640000,"태풍,호우",2018,
4070000,"태풍,호우",2018,1606
4080000,"태풍,호우",2018,
5530000,"태풍,호우",2018,24018
5540000,"태풍,호우",2018,18031
5590000,"태풍,호우",2018,149
5700000,"태풍,호우",2018,106
4170000,"태풍,호우",2018,50375
4220000,"태풍,호우",2018,700
4300000,"태풍,호우",2018,700
5725000,"태풍,호우",2018,631
5730000,"태풍,호우",2018,795
5735000,"태풍,호우",2018,180
4470000,"태풍,호우",2018,
4480000,"태풍,호우",2018,55696
5650000,"태풍,호우",2018,900
5660000,"태풍,호우",2018,
4500000,"태풍,호우",2018,
4510000,"태풍,호우",2018,194348
4520000,"태풍,호우",2018,
4540000,"태풍,호우",2018,2180
5680000,"태풍,호우",2018,
4550000,"태풍,호우",2018,
4570000,"태풍,호우",2018,56841
4580000,"태풍,호우",2018,133855
4590000,"태풍,호우",2018,6322
4610000,"태풍,호우",2018,
4620000,"태풍,호우",2018,900
4650000,"태풍,호우",2018,21000
4660000,"태풍,호우",2018,
4670000,"태풍,호우",2018,58190
4680000,"태풍,호우",2018,29010
4690000,"태풍,호우",2018,
4700000,"태풍,호우",2018,90067
4710000,"태풍,호우",2018,271
4720000,"태풍,호우",2018,3450
4730000,"태풍,호우",2018,
4740000,"태풍,호우",2018,2309
4750000,"태풍,호우",2018,89404
4760000,"태풍,호우",2018,8318
4780000,"태풍,호우",2018,5842
4790000,"태풍,호우",2018,7888
4810000,"태풍,호우",2018,21000
4820000,"태풍,호우",2018,
4830000,"태풍,호우",2018,89907
4840000,"태풍,호우",2018,
4850000,"태풍,호우",2018,
4860000,"태풍,호우",2018,
4880000,"태풍,호우",2018,
4890000,"태풍,호우",2018,2810638
4900000,"태풍,호우",2018,8624
4910000,"태풍,호우",2018,186290
4920000,"태풍,호우",2018,24197
4930000,"태풍,호우",2018,48132
4940000,"태풍,호우",2018,970
4950000,"태풍,호우",2018,57442
4960000,"태풍,호우",2018,383010
4970000,"태풍,호우",2018,9502
4980000,"태풍,호우",2018,
4990000,"태풍,호우",2018,
5000000,"태풍,호우",2018,
5010000,"태풍,호우",2018,315832
5030000,"태풍,호우",2018,
5040000,"태풍,호우",2018,245437
5050000,"태풍,호우",2018,116983
5060000,"태풍,호우",2018,
5070000,"태풍,호우",2018,12043
5080000,"태풍,호우",2018,182677
5090000,"태풍,호우",2018,1813
5140000,"태풍,호우",2018,
5150000,"태풍,호우",2018,50633
5160000,"태풍,호우",2018,
5170000,"태풍,호우",2018,82064
5180000,"태풍,호우",2018,126000
5190000,"태풍,호우",2018,66971
5210000,"태풍,호우",2018,
5220000,"태풍,호우",2018,30
5230000,"태풍,호우",2018,7397
5310000,"태풍,호우",2018,80
5330000,"태풍,호우",2018,83431
5340000,"태풍,호우",2018,742
5350000,"태풍,호우",2018,21000
5360000,"태풍,호우",2018,316
5370000,"태풍,호우",2018,223504
5380000,"태풍,호우",2018,89276
5390000,"태풍,호우",2018,
5400000,"태풍,호우",2018,
5440000,"태풍,호우",2018,886
5460000,"태풍,호우",2018,437
5470000,"태풍,호우",2018,
5480000,"태풍,호우",2018,13385
6510000,"태풍,호우",2018,7014
3000000,호우,2019,
3030000,호우,2019,
3050000,호우,2019,
3060000,호우,2019,
3070000,호우,2019,
3080000,호우,2019,
3090000,호우,2019,
3100000,호우,2019,
3110000,호우,2019,
3120000,호우,2019,
3130000,호우,2019,
3140000,호우,2019,
3150000,호우,2019,
3160000,호우,2019,21000
3180000,호우,2019,
3190000,호우,2019,21000
3200000,호우,2019,
3210000,호우,2019,21000
3220000,호우,2019,
3240000,호우,2019,
3250000,호우,2019,
3260000,호우,2019,
3270000,호우,2019,
3280000,호우,2019,
3290000,호우,2019,
3300000,호우,2019,
3310000,호우,2019,
3320000,호우,2019,
3330000,호우,2019,
3340000,호우,2019,
3350000,호우,2019,
3360000,호우,2019,
3370000,호우,2019,
3380000,호우,2019,
3390000,호우,2019,
3400000,호우,2019,
3420000,호우,2019,
3450000,호우,2019,
3460000,호우,2019,
3480000,호우,2019,
3490000,호우,2019,
3500000,호우,2019,
3510500,호우,2019,
3520000,호우,2019,
3530000,호우,2019,
3540000,호우,2019,2744
3550000,호우,2019,
3560000,호우,2019,
3570000,호우,2019,
3580000,호우,2019,
3590000,호우,2019,462
3600000,호우,2019,
3610000,호우,2019,
3620000,호우,2019,
3630000,호우,2019,
3640000,호우,2019,
3650000,호우,2019,
3660000,호우,2019,
3670000,호우,2019,
3680000,호우,2019,5100
3720000,호우,2019,59716
3730000,호우,2019,5511819
5690000,호우,2019,2700
3740000,호우,2019,
3750000,호우,2019,5400
3760000,호우,2019,900
3770000,호우,2019,
5610000,호우,2019,
3790000,호우,2019,1800
3800000,호우,2019,
3810000,호우,2019,
3820000,호우,2019,2700
3840000,호우,2019,900
3850000,호우,2019,3600
3860000,호우,2019,
3900000,호우,2019,1800
3910000,호우,2019,207300
3920000,호우,2019,
3930000,호우,2019,
5550000,호우,2019,6300
5560000,호우,2019,7200
3940000,호우,2019,
3950000,호우,2019,27000
3960100,호우,2019,7200
4100100,호우,2019,900
3970000,호우,2019,
3980000,호우,2019,
3990000,호우,2019,9000
4000000,호우,2019,
4010000,호우,2019,11700
4020000,호우,2019,
4030000,호우,2019,900
4040000,호우,2019,3600
4050000,호우,2019,
5620000,호우,2019,32373
5630000,호우,2019,12600
5640000,호우,2019,
4060000,호우,2019,115315
4070000,호우,2019,
4080000,호우,2019,
4090000,호우,2019,34193
5530000,호우,2019,13800
5540000,호우,2019,41355
5590000,호우,2019,47781
5600000,호우,2019,135044
5700000,호우,2019,5161
4140000,호우,2019,
4160000,호우,2019,
4170000,호우,2019,
4180000,호우,2019,1
4190000,호우,2019,
4200000,호우,2019,
4220000,호우,2019,
4230000,호우,2019,
4240000,호우,2019,
4250000,호우,2019,
4260000,호우,2019,
4270000,호우,2019,1000
4280000,호우,2019,
4290000,호우,2019,
4300000,호우,2019,
4310000,호우,2019,
4320000,호우,2019,
4330000,호우,2019,
4340000,호우,2019,
4350000,호우,2019,
5710000,호우,2019,
5720000,호우,2019,
5725000,호우,2019,
5730000,호우,2019,
5735000,호우,2019,
4390000,호우,2019,
4400000,호우,2019,
4420000,호우,2019,
4430000,호우,2019,
4440000,호우,2019,
5570000,호우,2019,4625
4450000,호우,2019,
4460000,호우,2019,438
4470000,호우,2019,
4480000,호우,2019,
4490000,호우,2019,
5650000,호우,2019,1800
5660000,호우,2019,
4500000,호우,2019,1650
4510000,호우,2019,
4520000,호우,2019,42000
4530000,호우,2019,
4540000,호우,2019,
5580000,호우,2019,
5680000,호우,2019,
4550000,호우,2019,
4570000,호우,2019,4110
4580000,호우,2019,
4590000,호우,2019,
4600000,호우,2019,
4610000,호우,2019,
4620000,호우,2019,
4640000,호우,2019,
4650000,호우,2019,
4660000,호우,2019,
4670000,호우,2019,
4680000,호우,2019,
4690000,호우,2019,180160
4700000,호우,2019,465706
4710000,호우,2019,
4720000,호우,2019,
4730000,호우,2019,
4740000,호우,2019,
4750000,호우,2019,
4760000,호우,2019,
4770000,호우,2019,
4780000,호우,2019,
4790000,호우,2019,
4800000,호우,2019,
4810000,호우,2019,
4820000,호우,2019,
4830000,호우,2019,
4840000,호우,2019,
4850000,호우,2019,
4860000,호우,2019,
4870000,호우,2019,
4880000,호우,2019,
4890000,호우,2019,
4900000,호우,2019,21300
4910000,호우,2019,
4920000,호우,2019,
4930000,호우,2019,
4940000,호우,2019,
4950000,호우,2019,
4960000,호우,2019,
4970000,호우,2019,
4980000,호우,2019,
4990000,호우,2019,
5000000,호우,2019,
5010000,호우,2019,
5020000,호우,2019,
5030000,호우,2019,
5040000,호우,2019,
5050000,호우,2019,
5060000,호우,2019,
5070000,호우,2019,
5080000,호우,2019,
5090000,호우,2019,
5100000,호우,2019,
5110000,호우,2019,
5120000,호우,2019,
5130000,호우,2019,
5140000,호우,2019,
5150000,호우,2019,71611
5160000,호우,2019,
5170000,호우,2019,
5180000,호우,2019,
5190000,호우,2019,
5200000,호우,2019,
5210000,호우,2019,
5220000,호우,2019,
5230000,호우,2019,
5240000,호우,2019,
5250000,호우,2019,
5670000,호우,2019,
5670123,호우,2019,
5670140,호우,2019,
5670156,호우,2019,1000
5670206,호우,2019,
5310000,호우,2019,
5330000,호우,2019,
5340000,호우,2019,
5350000,호우,2019,
5360000,호우,2019,
5370000,호우,2019,
5380000,호우,2019,
5390000,호우,2019,
5400000,호우,2019,
5410000,호우,2019,
5420000,호우,2019,
5440000,호우,2019,
5450000,호우,2019,
5460000,호우,2019,
5470000,호우,2019,42000
5480000,호우,2019,
6510000,호우,2019,2700
6520000,호우,2019,900
3420000,대설,2019,
3460000,대설,2019,
3480000,대설,2019,
3630000,대설,2019,
3730000,대설,2019,
3960100,대설,2019,
4100100,대설,2019,
3970000,대설,2019,
4070000,대설,2019,
4080000,대설,2019,
4090000,대설,2019,
5590000,대설,2019,
5700000,대설,2019,
4200000,대설,2019,
4220000,대설,2019,96227
4230000,대설,2019,
4280000,대설,2019,
4320000,대설,2019,
5710000,대설,2019,
4430000,대설,2019,
4440000,대설,2019,
4460000,대설,2019,
4480000,대설,2019,
5650000,대설,2019,
4500000,대설,2019,
4550000,대설,2019,
4640000,대설,2019,
4670000,대설,2019,
4700000,대설,2019,
4740000,대설,2019,
4750000,대설,2019,
4770000,대설,2019,
4780000,대설,2019,
4790000,대설,2019,
4850000,대설,2019,
4950000,대설,2019,
4970000,대설,2019,
5030000,대설,2019,
5040000,대설,2019,
5050000,대설,2019,
5060000,대설,2019,
5070000,대설,2019,
5080000,대설,2019,
5090000,대설,2019,575086
5100000,대설,2019,
5110000,대설,2019,
5120000,대설,2019,
5130000,대설,2019,
5140000,대설,2019,
5150000,대설,2019,
5160000,대설,2019,
5170000,대설,2019,
5190000,대설,2019,
5210000,대설,2019,
5220000,대설,2019,
5230000,대설,2019,
5240000,대설,2019,
5450000,대설,2019,
5460000,대설,2019,
5470000,대설,2019,
5480000,대설,2019,
6520000,대설,2019,
3260000,"풍랑,강풍",2019,
3300000,"풍랑,강풍",2019,
3340000,"풍랑,강풍",2019,
3360000,"풍랑,강풍",2019,
3400000,"풍랑,강풍",2019,
3550000,"풍랑,강풍",2019,
3570000,"풍랑,강풍",2019,
3950000,"풍랑,강풍",2019,
3960100,"풍랑,강풍",2019,
4100100,"풍랑,강풍",2019,1349
5620000,"풍랑,강풍",2019,
4060000,"풍랑,강풍",2019,
